AAR,BYDEL,ALDER,CIVST,KOEN,PERSONER
2007,9,95,E,1,1
2007,9,95,E,2,13
2007,9,95,F,2,2
2007,9,95,U,2,2
2007,9,96,E,1,1
2007,9,96,E,2,14
2007,9,96,F,1,1
2007,9,96,F,2,2
2007,9,96,U,2,1
2007,9,97,E,2,5
2007,9,97,G,1,1
2007,9,98,E,2,6
2007,9,98,G,2,1
2007,9,99,E,2,2
2007,9,99,U,2,1
2007,9,100,U,2,1
2007,9,101,E,2,2
2007,10,0,U,1,427
2007,10,0,U,2,379
2007,10,1,U,1,383
2007,10,1,U,2,338
2007,10,2,U,1,328
2007,10,2,U,2,273
2007,10,3,U,1,267
2007,10,3,U,2,271
2007,10,4,U,1,303
2007,10,4,U,2,271
2007,10,5,U,1,261
2007,10,5,U,2,249
2007,10,6,U,1,267
2007,10,6,U,2,235
2007,10,7,U,1,252
2007,10,7,U,2,221
2007,10,8,U,1,209
2007,10,8,U,2,220
2007,10,9,U,1,223
2007,10,9,U,2,219
2007,10,10,U,1,219
2007,10,10,U,2,194
2007,10,11,U,1,242
2007,10,11,U,2,248
2007,10,12,U,1,237
2007,10,12,U,2,239
2007,10,13,U,1,195
2007,10,13,U,2,203
2007,10,14,U,1,248
2007,10,14,U,2,216
2007,10,15,U,1,201
2007,10,15,U,2,197
2007,10,16,U,1,226
2007,10,16,U,2,188
2007,10,17,U,1,240
2007,10,17,U,2,204
2007,10,18,G,2,1
2007,10,18,U,1,207
2007,10,18,U,2,220
2007,10,19,G,2,2
2007,10,19,U,1,281
2007,10,19,U,2,292
2007,10,20,G,2,5
2007,10,20,U,1,361
2007,10,20,U,2,428
2007,10,21,F,2,1
2007,10,21,G,1,2
2007,10,21,G,2,14
2007,10,21,P,2,1
2007,10,21,U,1,424
2007,10,21,U,2,571
2007,10,22,F,2,1
2007,10,22,G,1,5
2007,10,22,G,2,12
2007,10,22,U,1,462
2007,10,22,U,2,582
2007,10,23,F,2,2
2007,10,23,G,1,8
2007,10,23,G,2,26
2007,10,23,P,2,1
2007,10,23,U,1,468
2007,10,23,U,2,521
2007,10,24,F,1,1
2007,10,24,F,2,5
2007,10,24,G,1,18
2007,10,24,G,2,39
2007,10,24,P,1,1
2007,10,24,P,2,4
2007,10,24,U,1,526
2007,10,24,U,2,577
2007,10,25,F,2,8
2007,10,25,G,1,20
2007,10,25,G,2,48
2007,10,25,P,1,1
2007,10,25,U,1,553
2007,10,25,U,2,528
2007,10,26,F,1,3
2007,10,26,F,2,8
2007,10,26,G,1,39
2007,10,26,G,2,95
2007,10,26,P,1,2
2007,10,26,U,1,599
2007,10,26,U,2,540
2007,10,27,E,2,1
2007,10,27,F,1,4
2007,10,27,F,2,15
2007,10,27,G,1,61
2007,10,27,G,2,115
2007,10,27,P,1,3
2007,10,27,P,2,2
2007,10,27,U,1,530
2007,10,27,U,2,496
2007,10,28,F,1,5
2007,10,28,F,2,16
2007,10,28,G,1,88
2007,10,28,G,2,150
2007,10,28,O,1,1
2007,10,28,O,2,1
2007,10,28,P,1,2
2007,10,28,P,2,1
2007,10,28,U,1,582
2007,10,28,U,2,504
2007,10,29,E,2,1
2007,10,29,F,1,10
2007,10,29,F,2,26
2007,10,29,G,1,95
2007,10,29,G,2,156
2007,10,29,P,1,2
2007,10,29,P,2,2
2007,10,29,U,1,531
2007,10,29,U,2,434
2007,10,30,E,1,1
2007,10,30,F,1,13
2007,10,30,F,2,23
2007,10,30,G,1,128
2007,10,30,G,2,194
2007,10,30,O,1,1
2007,10,30,P,1,3
2007,10,30,P,2,1
2007,10,30,U,1,482
2007,10,30,U,2,385
2007,10,31,F,1,19
2007,10,31,F,2,35
2007,10,31,G,1,185
2007,10,31,G,2,226
2007,10,31,L,1,1
2007,10,31,P,1,3
2007,10,31,P,2,6
2007,10,31,U,1,455
2007,10,31,U,2,362
2007,10,32,E,2,3
2007,10,32,F,1,17
2007,10,32,F,2,37
2007,10,32,G,1,197
2007,10,32,G,2,198
2007,10,32,O,1,1
2007,10,32,P,1,5
2007,10,32,P,2,2
2007,10,32,U,1,435
2007,10,32,U,2,307
2007,10,33,E,1,1
2007,10,33,F,1,23
2007,10,33,F,2,43
2007,10,33,G,1,163
2007,10,33,G,2,211
2007,10,33,O,1,3
2007,10,33,P,1,6
2007,10,33,P,2,2
2007,10,33,U,1,344
2007,10,33,U,2,250
2007,10,34,E,2,3
2007,10,34,F,1,21
2007,10,34,F,2,41
2007,10,34,G,1,170
2007,10,34,G,2,204
2007,10,34,O,1,3
2007,10,34,P,1,4
2007,10,34,P,2,2
2007,10,34,U,1,350
2007,10,34,U,2,242
2007,10,35,E,2,2
2007,10,35,F,1,35
2007,10,35,F,2,38
2007,10,35,G,1,192
2007,10,35,G,2,177
2007,10,35,O,1,2
2007,10,35,P,1,8
2007,10,35,P,2,2
2007,10,35,U,1,275
2007,10,35,U,2,202
2007,10,36,E,2,2
2007,10,36,F,1,38
2007,10,36,F,2,33
2007,10,36,G,1,166
2007,10,36,G,2,179
2007,10,36,O,1,2
2007,10,36,P,1,7
2007,10,36,P,2,1
2007,10,36,U,1,216
2007,10,36,U,2,170
2007,10,37,E,1,2
2007,10,37,E,2,1
2007,10,37,F,1,35
2007,10,37,F,2,43
2007,10,37,G,1,150
2007,10,37,G,2,151
2007,10,37,O,1,3
2007,10,37,O,2,1
2007,10,37,P,1,10
2007,10,37,P,2,1
2007,10,37,U,1,199
2007,10,37,U,2,159
2007,10,38,E,2,2
2007,10,38,F,1,35
2007,10,38,F,2,51
2007,10,38,G,1,161
2007,10,38,G,2,157
2007,10,38,O,1,3
2007,10,38,P,1,12
2007,10,38,P,2,1
2007,10,38,U,1,215
2007,10,38,U,2,136
2007,10,39,E,1,1
2007,10,39,F,1,65
2007,10,39,F,2,53
2007,10,39,G,1,153
2007,10,39,G,2,183
2007,10,39,O,1,1
2007,10,39,O,2,2
2007,10,39,P,1,7
2007,10,39,P,2,1
2007,10,39,U,1,171
2007,10,39,U,2,159
2007,10,40,E,1,2
2007,10,40,E,2,3
2007,10,40,F,1,57
2007,10,40,F,2,76
2007,10,40,G,1,191
2007,10,40,G,2,146
2007,10,40,O,1,2
2007,10,40,O,2,3
2007,10,40,P,1,6
2007,10,40,P,2,2
2007,10,40,U,1,189
2007,10,40,U,2,149
2007,10,41,E,2,1
2007,10,41,F,1,44
2007,10,41,F,2,65
2007,10,41,G,1,154
2007,10,41,G,2,170
2007,10,41,O,1,1
2007,10,41,O,2,1
2007,10,41,P,1,4
2007,10,41,P,2,4
2007,10,41,U,1,183
2007,10,41,U,2,137
2007,10,42,E,1,2
2007,10,42,E,2,5
2007,10,42,F,1,51
2007,10,42,F,2,69
2007,10,42,G,1,189
2007,10,42,G,2,153
2007,10,42,O,1,1
2007,10,42,O,2,1
2007,10,42,P,1,6
2007,10,42,P,2,1
2007,10,42,U,1,180
2007,10,42,U,2,106
2007,10,43,E,1,2
2007,10,43,E,2,3
2007,10,43,F,1,42
2007,10,43,F,2,70
2007,10,43,G,1,173
2007,10,43,G,2,139
2007,10,43,O,2,1
2007,10,43,P,1,5
2007,10,43,U,1,155
2007,10,43,U,2,128
2007,10,44,E,1,1
2007,10,44,E,2,4
2007,10,44,F,1,55
2007,10,44,F,2,71
2007,10,44,G,1,127
2007,10,44,G,2,126
2007,10,44,O,1,1
2007,10,44,P,1,3
2007,10,44,U,1,149
2007,10,44,U,2,91
2007,10,45,E,1,2
2007,10,45,E,2,5
2007,10,45,F,1,58
2007,10,45,F,2,57
2007,10,45,G,1,154
2007,10,45,G,2,141
2007,10,45,L,1,1
2007,10,45,P,1,2
2007,10,45,P,2,2
2007,10,45,U,1,124
2007,10,45,U,2,77
2007,10,46,E,1,2
2007,10,46,E,2,5
2007,10,46,F,1,60
2007,10,46,F,2,61
2007,10,46,G,1,157
2007,10,46,G,2,151
2007,10,46,L,1,1
2007,10,46,O,1,3
2007,10,46,P,1,2
2007,10,46,P,2,1
2007,10,46,U,1,132
2007,10,46,U,2,84
2007,10,47,E,1,2
2007,10,47,E,2,5
2007,10,47,F,1,41
2007,10,47,F,2,69
2007,10,47,G,1,146
2007,10,47,G,2,151
2007,10,47,P,1,2
2007,10,47,U,1,135
2007,10,47,U,2,75
2007,10,48,E,1,1
2007,10,48,E,2,7
2007,10,48,F,1,49
2007,10,48,F,2,59
2007,10,48,G,1,146
2007,10,48,G,2,134
2007,10,48,O,1,1
2007,10,48,P,1,1
2007,10,48,P,2,2
2007,10,48,U,1,100
2007,10,48,U,2,69
2007,10,49,E,1,2
2007,10,49,E,2,5
2007,10,49,F,1,56
2007,10,49,F,2,63
2007,10,49,G,1,123
2007,10,49,G,2,131
2007,10,49,L,1,1
2007,10,49,O,1,1
2007,10,49,P,1,2
2007,10,49,P,2,3
2007,10,49,U,1,96
2007,10,49,U,2,54
2007,10,50,E,1,1
2007,10,50,E,2,10
2007,10,50,F,1,51
2007,10,50,F,2,76
2007,10,50,G,1,144
2007,10,50,G,2,150
2007,10,50,O,1,1
2007,10,50,O,2,1
2007,10,50,P,1,4
2007,10,50,U,1,98
2007,10,50,U,2,75
2007,10,51,E,1,4
2007,10,51,E,2,20
2007,10,51,F,1,63
2007,10,51,F,2,64
2007,10,51,G,1,135
2007,10,51,G,2,139
2007,10,51,U,1,97
2007,10,51,U,2,59
2007,10,52,E,2,10
2007,10,52,F,1,54
2007,10,52,F,2,48
2007,10,52,G,1,139
2007,10,52,G,2,151
2007,10,52,P,1,2
2007,10,52,U,1,84
2007,10,52,U,2,54
2007,10,53,E,1,11
2007,10,53,E,2,13
2007,10,53,F,1,52
2007,10,53,F,2,62
2007,10,53,G,1,130
2007,10,53,G,2,141
2007,10,53,L,1,1
2007,10,53,O,1,2
2007,10,53,O,2,1
2007,10,53,U,1,76
2007,10,53,U,2,56
2007,10,54,E,1,4
2007,10,54,E,2,15
2007,10,54,F,1,56
2007,10,54,F,2,68
2007,10,54,G,1,123
2007,10,54,G,2,124
2007,10,54,P,1,5
2007,10,54,U,1,73
2007,10,54,U,2,59
2007,10,55,E,1,1
2007,10,55,E,2,7
2007,10,55,F,1,57
2007,10,55,F,2,65
2007,10,55,G,1,154
2007,10,55,G,2,129
2007,10,55,L,1,1
2007,10,55,P,1,1
2007,10,55,U,1,73
2007,10,55,U,2,54
2007,10,56,E,1,6
2007,10,56,E,2,17
2007,10,56,F,1,61
2007,10,56,F,2,75
2007,10,56,G,1,159
2007,10,56,G,2,136
2007,10,56,L,1,1
2007,10,56,P,1,1
2007,10,56,P,2,1
2007,10,56,U,1,68
2007,10,56,U,2,36
2007,10,57,E,1,3
2007,10,57,E,2,15
2007,10,57,F,1,59
2007,10,57,F,2,63
2007,10,57,G,1,116
2007,10,57,G,2,147
2007,10,57,P,1,2
2007,10,57,P,2,1
2007,10,57,U,1,60
2007,10,57,U,2,42
2007,10,58,E,1,4
2007,10,58,E,2,22
2007,10,58,F,1,57
2007,10,58,F,2,68
2007,10,58,G,1,132
2007,10,58,G,2,129
2007,10,58,L,1,1
2007,10,58,O,1,1
2007,10,58,P,1,1
2007,10,58,U,1,57
2007,10,58,U,2,26
2007,10,59,E,1,6
2007,10,59,E,2,18
2007,10,59,F,1,57
2007,10,59,F,2,80
2007,10,59,G,1,162
2007,10,59,G,2,122
2007,10,59,O,1,1
2007,10,59,P,1,1
2007,10,59,U,1,54
2007,10,59,U,2,41
2007,10,60,E,1,8
2007,10,60,E,2,27
2007,10,60,F,1,72
2007,10,60,F,2,80
2007,10,60,G,1,129
2007,10,60,G,2,133
2007,10,60,O,1,2
2007,10,60,U,1,47
2007,10,60,U,2,38
2007,10,61,E,1,6
2007,10,61,E,2,21
2007,10,61,F,1,55
2007,10,61,F,2,85
2007,10,61,G,1,160
2007,10,61,G,2,130
2007,10,61,L,1,1
2007,10,61,P,1,1
2007,10,61,P,2,1
2007,10,61,U,1,35
2007,10,61,U,2,21
2007,10,62,E,1,7
2007,10,62,E,2,30
2007,10,62,F,1,52
2007,10,62,F,2,86
2007,10,62,G,1,134
2007,10,62,G,2,110
2007,10,62,O,2,1
2007,10,62,P,1,2
2007,10,62,P,2,1
2007,10,62,U,1,38
2007,10,62,U,2,25
2007,10,63,E,1,7
2007,10,63,E,2,33
2007,10,63,F,1,60
2007,10,63,F,2,79
2007,10,63,G,1,128
2007,10,63,G,2,117
2007,10,63,L,2,1
2007,10,63,P,1,2
2007,10,63,P,2,1
2007,10,63,U,1,32
2007,10,63,U,2,21
2007,10,64,E,1,9
2007,10,64,E,2,34
2007,10,64,F,1,50
2007,10,64,F,2,75
2007,10,64,G,1,128
2007,10,64,G,2,101
2007,10,64,L,1,1
2007,10,64,P,1,1
2007,10,64,U,1,26
2007,10,64,U,2,26
2007,10,65,E,1,10
2007,10,65,E,2,22
2007,10,65,F,1,41
2007,10,65,F,2,50
2007,10,65,G,1,111
2007,10,65,G,2,86
2007,10,65,P,1,1
2007,10,65,P,2,1
2007,10,65,U,1,19
2007,10,65,U,2,18
2007,10,66,E,1,5
2007,10,66,E,2,35
2007,10,66,F,1,30
2007,10,66,F,2,55
2007,10,66,G,1,87
2007,10,66,G,2,73
2007,10,66,P,1,2
2007,10,66,U,1,22
2007,10,66,U,2,15
2007,10,67,E,1,10
2007,10,67,E,2,30
2007,10,67,F,1,28
2007,10,67,F,2,37
2007,10,67,G,1,88
2007,10,67,G,2,75
2007,10,67,L,1,1
2007,10,67,P,1,2
2007,10,67,U,1,16
2007,10,67,U,2,19
2007,10,68,E,1,3
2007,10,68,E,2,32
2007,10,68,F,1,37
2007,10,68,F,2,42
2007,10,68,G,1,76
2007,10,68,G,2,63
2007,10,68,U,1,19
2007,10,68,U,2,15
2007,10,69,E,1,10
2007,10,69,E,2,30
2007,10,69,F,1,29
2007,10,69,F,2,50
2007,10,69,G,1,77
2007,10,69,G,2,60
2007,10,69,P,1,1
2007,10,69,P,2,1
2007,10,69,U,1,12
2007,10,69,U,2,13
2007,10,70,E,1,7
2007,10,70,E,2,38
2007,10,70,F,1,24
2007,10,70,F,2,30
2007,10,70,G,1,52
2007,10,70,G,2,46
2007,10,70,U,1,15
2007,10,70,U,2,11
2007,10,71,E,1,11
2007,10,71,E,2,45
2007,10,71,F,1,24
2007,10,71,F,2,37
2007,10,71,G,1,73
2007,10,71,G,2,60
2007,10,71,U,1,10
2007,10,71,U,2,12
2007,10,72,E,1,16
2007,10,72,E,2,39
2007,10,72,F,1,16
2007,10,72,F,2,35
2007,10,72,G,1,55
2007,10,72,G,2,43
2007,10,72,U,1,10
2007,10,72,U,2,10
2007,10,73,E,1,6
2007,10,73,E,2,41
2007,10,73,F,1,18
2007,10,73,F,2,35
2007,10,73,G,1,48
2007,10,73,G,2,39
2007,10,73,U,1,14
2007,10,73,U,2,7
2007,10,74,E,1,11
2007,10,74,E,2,49
2007,10,74,F,1,10
2007,10,74,F,2,16
2007,10,74,G,1,48
2007,10,74,G,2,39
2007,10,74,P,1,1
2007,10,74,P,2,2
2007,10,74,U,1,8
2007,10,74,U,2,7
2007,10,75,E,1,14
2007,10,75,E,2,48
2007,10,75,F,1,15
2007,10,75,F,2,21
2007,10,75,G,1,55
2007,10,75,G,2,34
2007,10,75,U,1,4
2007,10,75,U,2,6
2007,10,76,E,1,15
2007,10,76,E,2,58
2007,10,76,F,1,12
2007,10,76,F,2,19
2007,10,76,G,1,39
2007,10,76,G,2,42
2007,10,76,U,1,6
2007,10,76,U,2,8
2007,10,77,E,1,9
2007,10,77,E,2,61
2007,10,77,F,1,8
2007,10,77,F,2,14
2007,10,77,G,1,40
2007,10,77,G,2,29
2007,10,77,U,1,4
2007,10,77,U,2,10
2007,10,78,E,1,9
2007,10,78,E,2,62
2007,10,78,F,1,8
2007,10,78,F,2,22
2007,10,78,G,1,36
2007,10,78,G,2,29
2007,10,78,P,1,1
2007,10,78,U,1,9
2007,10,78,U,2,12
2007,10,79,E,1,8
2007,10,79,E,2,52
2007,10,79,F,1,7
2007,10,79,F,2,18
2007,10,79,G,1,35
2007,10,79,G,2,25
2007,10,79,U,1,4
2007,10,79,U,2,6
2007,10,80,E,1,15
2007,10,80,E,2,41
2007,10,80,F,1,6
2007,10,80,F,2,14
2007,10,80,G,1,34
2007,10,80,G,2,19
2007,10,80,L,1,1
2007,10,80,U,1,3
2007,10,80,U,2,13
2007,10,81,E,1,14
2007,10,81,E,2,71
2007,10,81,F,1,8
2007,10,81,F,2,11
2007,10,81,G,1,27
2007,10,81,G,2,20
2007,10,81,U,1,1
2007,10,81,U,2,8
2007,10,82,E,1,26
2007,10,82,E,2,62
2007,10,82,F,1,4
2007,10,82,F,2,10
2007,10,82,G,1,26
2007,10,82,G,2,23
2007,10,82,U,1,5
2007,10,82,U,2,7
2007,10,83,E,1,12
2007,10,83,E,2,59
2007,10,83,F,1,9
2007,10,83,F,2,18
2007,10,83,G,1,23
2007,10,83,G,2,16
2007,10,83,U,1,4
2007,10,83,U,2,11
2007,10,84,E,1,12
2007,10,84,E,2,54
2007,10,84,F,1,4
2007,10,84,F,2,22
2007,10,84,G,1,19
2007,10,84,G,2,14
2007,10,84,U,1,3
2007,10,84,U,2,5
2007,10,85,E,1,14
2007,10,85,E,2,60
2007,10,85,F,1,3
2007,10,85,F,2,11
2007,10,85,G,1,13
2007,10,85,G,2,9
2007,10,85,U,1,1
2007,10,85,U,2,2
2007,10,86,E,1,12
2007,10,86,E,2,61
2007,10,86,F,1,2
2007,10,86,F,2,11
2007,10,86,G,1,21
2007,10,86,G,2,9
2007,10,86,U,1,2
2007,10,86,U,2,6
2007,10,87,E,1,6
2007,10,87,E,2,45
2007,10,87,F,1,2
2007,10,87,F,2,12
2007,10,87,G,1,10
2007,10,87,G,2,6
2007,10,87,P,1,1
2007,10,87,U,1,3
2007,10,87,U,2,5
2007,10,88,E,1,8
2007,10,88,E,2,42
2007,10,88,F,1,1
2007,10,88,F,2,10
2007,10,88,G,1,5
2007,10,88,G,2,4
2007,10,88,U,1,2
2007,10,88,U,2,5
2007,10,89,E,1,8
2007,10,89,E,2,61
2007,10,89,F,2,5
2007,10,89,G,1,12
2007,10,89,G,2,1
2007,10,89,P,1,1
2007,10,89,U,2,4
2007,10,90,E,1,7
2007,10,90,E,2,35
2007,10,90,F,1,2
2007,10,90,F,2,4
2007,10,90,G,1,5
2007,10,90,G,2,3
2007,10,90,U,2,4
2007,10,91,E,1,5
2007,10,91,E,2,28
2007,10,91,F,2,5
2007,10,91,G,1,1
2007,10,91,G,2,3
2007,10,92,E,1,6
2007,10,92,E,2,29
2007,10,92,F,2,6
2007,10,92,G,1,4
2007,10,92,G,2,2
2007,10,92,P,1,1
2007,10,92,U,2,3
2007,10,93,E,1,5
2007,10,93,E,2,28
2007,10,93,F,2,5
2007,10,93,G,1,1
2007,10,93,G,2,1
2007,10,93,U,2,1
2007,10,94,E,1,3
2007,10,94,E,2,18
2007,10,94,F,1,1
2007,10,94,F,2,5
2007,10,94,U,2,3
2007,10,95,E,1,1
2007,10,95,E,2,18
2007,10,95,F,2,1
2007,10,95,G,2,1
2007,10,96,E,2,9
2007,10,96,F,2,3
2007,10,96,U,2,2
2007,10,97,E,1,1
2007,10,97,E,2,10
2007,10,97,F,2,2
2007,10,97,U,2,1
2007,10,98,E,1,1
2007,10,98,E,2,6
2007,10,98,F,2,1
2007,10,99,E,2,1
2007,10,99,F,2,1
2007,10,100,E,2,4
2007,10,101,E,1,1
2007,10,101,E,2,3
2007,10,101,U,2,1
2007,10,102,E,2,1
2007,10,103,U,2,1
2007,10,105,F,2,1
2007,99,0,U,1,11
2007,99,0,U,2,4
2007,99,1,U,1,8
2007,99,1,U,2,11
2007,99,2,U,1,14
2007,99,2,U,2,7
2007,99,3,U,1,8
2007,99,3,U,2,12
2007,99,4,U,1,7
2007,99,4,U,2,9
2007,99,5,U,1,12
2007,99,5,U,2,4
2007,99,6,U,1,10
2007,99,6,U,2,11
2007,99,7,U,1,7
2007,99,7,U,2,8
2007,99,8,U,1,6
2007,99,8,U,2,6
2007,99,9,U,1,4
2007,99,9,U,2,4
2007,99,10,U,1,4
2007,99,10,U,2,2
2007,99,11,U,1,3
2007,99,11,U,2,4
2007,99,12,U,1,2
2007,99,12,U,2,3
2007,99,13,U,1,2
2007,99,13,U,2,4
2007,99,14,U,1,4
2007,99,14,U,2,2
2007,99,15,U,1,3
2007,99,15,U,2,3
2007,99,16,U,1,3
2007,99,16,U,2,3
2007,99,17,U,1,4
2007,99,17,U,2,4
2007,99,18,U,1,10
2007,99,18,U,2,4
2007,99,19,U,1,25
2007,99,19,U,2,13
2007,99,20,G,2,1
2007,99,20,U,1,52
2007,99,20,U,2,14
2007,99,21,U,1,67
2007,99,21,U,2,37
2007,99,22,G,2,3
2007,99,22,U,1,67
2007,99,22,U,2,27
2007,99,23,G,1,1
2007,99,23,G,2,2
2007,99,23,U,1,75
2007,99,23,U,2,44
2007,99,24,E,2,1
2007,99,24,G,1,3
2007,99,24,G,2,2
2007,99,24,U,1,74
2007,99,24,U,2,40
2007,99,25,E,1,1
2007,99,25,F,1,3
2007,99,25,F,2,1
2007,99,25,G,1,3
2007,99,25,G,2,4
2007,99,25,U,1,75
2007,99,25,U,2,36
2007,99,26,F,1,1
2007,99,26,F,2,1
2007,99,26,G,1,7
2007,99,26,G,2,2
2007,99,26,U,1,57
2007,99,26,U,2,23
2007,99,27,F,1,2
2007,99,27,F,2,3
2007,99,27,G,1,6
2007,99,27,G,2,5
2007,99,27,O,1,1
2007,99,27,U,1,73
2007,99,27,U,2,17
2007,99,28,E,1,1
2007,99,28,F,1,4
2007,99,28,F,2,2
2007,99,28,G,1,11
2007,99,28,G,2,5
2007,99,28,U,1,62
2007,99,28,U,2,19
2007,99,29,F,1,6
2007,99,29,G,1,11
2007,99,29,G,2,8
2007,99,29,U,1,59
2007,99,29,U,2,17
2007,99,30,F,1,4
2007,99,30,F,2,4
2007,99,30,G,1,8
2007,99,30,G,2,1
2007,99,30,U,1,47
2007,99,30,U,2,13
2007,99,31,F,1,6
2007,99,31,G,1,15
2007,99,31,G,2,13
2007,99,31,U,1,61
2007,99,31,U,2,7
2007,99,32,F,1,7
2007,99,32,F,2,6
2007,99,32,G,1,16
2007,99,32,G,2,9
2007,99,32,U,1,54
2007,99,32,U,2,14
2007,99,33,E,1,1
2007,99,33,F,1,15
2007,99,33,F,2,2
2007,99,33,G,1,17
2007,99,33,G,2,8
2007,99,33,U,1,42
2007,99,33,U,2,10
2007,99,34,E,1,1
2007,99,34,F,1,12
2007,99,34,F,2,3
2007,99,34,G,1,16
2007,99,34,G,2,15
2007,99,34,O,1,1
2007,99,34,P,1,1
2007,99,34,U,1,39
2007,99,34,U,2,5
2007,99,35,F,1,18
2007,99,35,F,2,5
2007,99,35,G,1,13
2007,99,35,G,2,8
2007,99,35,P,2,2
2007,99,35,U,1,46
2007,99,35,U,2,2
2007,99,36,F,1,9
2007,99,36,F,2,1
2007,99,36,G,1,18
2007,99,36,G,2,10
2007,99,36,P,1,1
2007,99,36,U,1,30
2007,99,36,U,2,9
2007,99,37,F,1,16
2007,99,37,F,2,5
2007,99,37,G,1,20
2007,99,37,G,2,6
2007,99,37,U,1,42
2007,99,37,U,2,5
2007,99,38,F,1,16
2007,99,38,F,2,4
2007,99,38,G,1,17
2007,99,38,G,2,7
2007,99,38,U,1,35
2007,99,38,U,2,7
2007,99,39,E,1,1
2007,99,39,F,1,11
2007,99,39,F,2,2
2007,99,39,G,1,19
2007,99,39,G,2,6
2007,99,39,O,1,2
2007,99,39,P,2,1
2007,99,39,U,1,34
2007,99,39,U,2,7
2007,99,40,F,1,19
2007,99,40,F,2,3
2007,99,40,G,1,16
2007,99,40,G,2,4
2007,99,40,P,1,1
2007,99,40,U,1,45
2007,99,40,U,2,5
2007,99,41,E,1,1
2007,99,41,F,1,20
2007,99,41,F,2,2
2007,99,41,G,1,18
2007,99,41,G,2,8
2007,99,41,U,1,21
2007,99,41,U,2,2
2007,99,42,E,1,1
2007,99,42,F,1,6
2007,99,42,F,2,1
2007,99,42,G,1,17
2007,99,42,G,2,2
2007,99,42,U,1,36
2007,99,42,U,2,6
2007,99,43,E,1,2
2007,99,43,F,1,17
2007,99,43,G,1,11
2007,99,43,G,2,10
2007,99,43,U,1,19
2007,99,43,U,2,8
2007,99,44,E,2,1
2007,99,44,F,1,18
2007,99,44,F,2,1
2007,99,44,G,1,13
2007,99,44,G,2,3
2007,99,44,U,1,28
2007,99,44,U,2,5
2007,99,45,F,1,9
2007,99,45,F,2,1
2007,99,45,G,1,14
2007,99,45,G,2,5
2007,99,45,O,2,1
2007,99,45,P,1,1
2007,99,45,U,1,13
2007,99,45,U,2,3
2007,99,46,F,1,22
2007,99,46,G,1,13
2007,99,46,G,2,6
2007,99,46,U,1,16
2007,99,46,U,2,2
2007,99,47,F,1,14
2007,99,47,F,2,3
2007,99,47,G,1,9
2007,99,47,G,2,3
2007,99,47,U,1,21
2007,99,47,U,2,2
2007,99,48,E,1,2
2007,99,48,F,1,11
2007,99,48,F,2,3
2007,99,48,G,1,9
2007,99,48,U,1,13
2007,99,48,U,2,3
2007,99,49,E,2,2
2007,99,49,F,1,11
2007,99,49,F,2,3
2007,99,49,G,1,9
2007,99,49,G,2,2
2007,99,49,U,1,20
2007,99,49,U,2,4
2007,99,50,E,2,1
2007,99,50,F,1,10
2007,99,50,G,1,8
2007,99,50,G,2,3
2007,99,50,U,1,8
2007,99,50,U,2,5
2007,99,51,F,1,9
2007,99,51,F,2,2
2007,99,51,G,1,9
2007,99,51,G,2,2
2007,99,51,U,1,11
2007,99,51,U,2,1
2007,99,52,F,1,6
2007,99,52,F,2,1
2007,99,52,G,1,5
2007,99,52,G,2,3
2007,99,52,U,1,11
2007,99,53,F,1,6
2007,99,53,F,2,1
2007,99,53,G,1,4
2007,99,53,G,2,3
2007,99,53,U,1,10
2007,99,53,U,2,2
2007,99,54,F,1,8
2007,99,54,F,2,4
2007,99,54,G,1,7
2007,99,54,G,2,1
2007,99,54,U,1,11
2007,99,54,U,2,1
2007,99,55,F,1,5
2007,99,55,G,1,3
2007,99,55,G,2,5
2007,99,55,U,1,8
2007,99,56,E,2,1
2007,99,56,F,1,4
2007,99,56,F,2,2
2007,99,56,G,1,3
2007,99,56,U,1,4
2007,99,56,U,2,1
2007,99,57,E,1,2
2007,99,57,F,1,5
2007,99,57,F,2,2
2007,99,57,G,1,2
2007,99,57,G,2,1
2007,99,57,U,1,2
2007,99,58,F,1,3
2007,99,58,F,2,1
2007,99,58,G,1,6
2007,99,58,U,1,4
2007,99,58,U,2,2
2007,99,59,E,1,1
2007,99,59,F,1,4
2007,99,59,F,2,1
2007,99,59,G,1,7
2007,99,59,G,2,1
2007,99,59,U,1,6
2007,99,60,E,1,2
2007,99,60,E,2,1
2007,99,60,F,1,9
2007,99,60,G,2,1
2007,99,60,U,1,4
2007,99,61,E,2,1
2007,99,61,F,1,4
2007,99,61,F,2,3
2007,99,61,G,1,4
2007,99,61,G,2,1
2007,99,61,U,1,5
2007,99,62,F,1,5
2007,99,62,G,1,3
2007,99,62,G,2,1
2007,99,63,F,1,2
2007,99,63,G,1,2
2007,99,63,G,2,1
2007,99,63,U,1,6
2007,99,64,F,1,4
2007,99,64,U,1,2
2007,99,64,U,2,1
2007,99,65,F,1,2
2007,99,65,G,2,1
2007,99,65,U,1,1
2007,99,66,F,1,1
2007,99,66,F,2,1
2007,99,66,G,1,2
2007,99,66,U,1,1
2007,99,67,F,1,1
2007,99,67,F,2,1
2007,99,68,F,1,1
2007,99,69,F,1,1
2007,99,69,G,1,1
2007,99,72,G,2,1
2007,99,72,U,1,1
2007,99,73,E,2,1
2007,99,73,F,2,1
2007,99,73,G,1,1
2007,99,74,G,1,1
2007,99,77,E,2,1
